# Dominican republic Mencia pasture succession and Aceitillar morphometic data,,,,,,,,
"# Original file ""Mencia body cond site pers indivs.xls"" was received from Steve Latta via meail and saved as a workding  .csv file on 2/5/2018.
",,,,,,,,
"# Original .xls file password proteted; password = ""final""  all lower case",,,,,,,,
"# This file only contains wing and mass data for ""site persistent"" individuals as scored by SL latta",,,,,,,,
"# See  file ""All Mencia B.xls"" for SL's original site persistence data (capture histories in wide formake",,,,,,,,
# Files processed by Nathan Brouwer in R for re-submission of manuscript 2/5/2018,,,,,,,,
# Note that morphometic data occurs in other spreadsheets but usually not all years are available; this also include Mencia AND Aceitillliar,,,,,,,,
spp.code,age,sex,site,date.cap.org,wing,tarsus,tarsus.2,mass
CMWA,AHY,F,Cueva,18-Feb-04,63.5,18.4,,9.6
CMWA,AHY,F,Cueva,10-Nov-04,63,17.9,,9.5
CMWA,HY,F,Cueva,8-Jan-05,63.5,17.3,,9.2
CMWA,AHY,F,Cueva,18-Feb-04,64,18.4,,9.8
CMWA,AHY,F,Cueva,4-Jan-04,64,18.1,,9.8
CMWA,HY,F,Cueva,12-Jan-06,63,17.5,,9.5
CMWA,HY,F,Cueva,5-Jan-05,63.5,18.2,,9.9
CMWA,AHY,F,Cueva,18-Feb-04,66.5,18,,9.9
CMWA,HY,F,Cueva,4-Feb-05,63.5,17.5,,9.8
CMWA,AHY,F,Cueva,10-Nov-04,64,17.3,,9.7
CMWA,AHY,M,Cueva,9-Jan-07,65.5,18.3,,9.1
CMWA,AHY,M,Cueva,14-Feb-07,63.5,17.9,,9
CMWA,AHY,M,Cueva,14-Nov-05,65.5,18.9,,9.8
CMWA,AHY,M,Cueva,10-Jan-07,65.5,18,,9.5
CMWA,HY,M,Cueva,4-Feb-05,66,17.4,,9.2
CMWA,AHY,M,Cueva,11-Nov-04,69.5,17.2,,9.2
CMWA,AHY,M,Cueva,12-Jan-06,62,17.1,,9.2
CMWA,AHY,M,Cueva,18-Feb-04,69.5,18.5,,10
CMWA,AHY,M,Cueva,19-Feb-04,66.5,18.1,,9.8
CMWA,HY,M,Cueva,8-Nov-04,66.5,17.8,,9.8
CMWA,AHY,M,Cueva,8-Nov-04,69,18.5,,10.3
CMWA,AHY,M,Cueva,12-Nov-05,69,18.3,,10.9
CMWA,AHY,F,Morelia,23-Nov-03,64.5,18.8,,8.8
CMWA,HY,F,Morelia,8-Jan-04,65,18.2,,8.7
CMWA,AHY,F,Morelia,23-Nov-03,64.5,17.1,,8.5
CMWA,HY,F,Morelia,8-Jan-04,63.5,18.1,,9
CMWA,HY,F,Morelia,23-Nov-03,63.5,19.1,,9.5
CMWA,HY,F,Morelia,23-Feb-04,63,18.4,,9.8
CMWA,AHY,F,Morelia,14-Feb-05,65.5,17.6,,9.5
CMWA,HY,M,Morelia,8-Jan-04,66,18.3,,8.6
CMWA,AHY,M,Morelia,14-Jan-05,65.5,18.4,,9.6
CMWA,AHY,M,Morelia,23-Nov-03,67.5,18.3,,9.6
CMWA,AHY,M,Morelia,16-Nov-04,71.5,18.6,,10.1
CMWA,AHY,M,Morelia,16-Jan-05,68,18.2,,9.9
CMWA,HY,M,Morelia,17-Nov-04,67,18.6,,10.2
CMWA,HY,,Morelia,21-Nov-03,68,17.4,,8.4
CMWA,HY,,Morelia,22-Nov-03,67.5,18.1,,9.8
CMWA,HY,,Morelia,21-Nov-03,66,17.6,,10.3
COYE,HY,F,Caoba,8-Jan-05,52,20.5,,8.4
COYE,HY,F,Caoba,9-Jan-05,48,19.3,,8
COYE,HY,F,Caoba,24-Nov-06,50,19.9,,8.4
COYE,HY,F,Caoba,8-Feb-05,53.5,19.6,,8.3
COYE,HY,F,Caoba,8-Jan-05,52.5,18.8,,8
COYE,AHY,F,Caoba,11-Nov-03,52,20.5,,8.8
COYE,AHY,F,Caoba,15-Jan-06,52.5,19.1,,8.2
COYE,AHY,F,Caoba,11-Nov-03,51.5,20.6,,8.9
COYE,HY,F,Caoba,15-Jan-07,52.5,20,,8.7
COYE,HY,F,Caoba,16-Nov-05,50.5,20.1,,8.8
COYE,AHY,F,Caoba,10-Nov-03,50.5,20.4,,9
COYE,HY,F,Caoba,15-Dec-05,52,19.7,,8.9
COYE,HY,F,Caoba,15-Nov-04,54,20.3,,9.3
COYE,HY,F,Caoba,21-Feb-04,52.5,19.2,,8.8
COYE,AHY,F,Caoba,11-Nov-03,52,20.5,,9.4
COYE,HY,F,Caoba,9-Jan-05,51.5,19.7,,9.1
COYE,AHY,F,Caoba,12-Nov-03,51,20,,9.3
COYE,HY,F,Caoba,24-Nov-06,49,19.9,,9.4
COYE,AHY,F,Caoba,12-Nov-03,55,20.1,,9.6
COYE,HY,F,Caoba,10-Nov-03,52,20.6,,10.1
COYE,HY,F,Caoba,11-Nov-03,53,19.8,,9.8
COYE,AHY,F,Caoba,10-Nov-03,50.5,19.8,,9.9
COYE,AHY,F,Caoba,11-Nov-03,52.5,19.1,,9.9
COYE,AHY,M,Caoba,9-Jan-05,54,19.9,,8.6
COYE,HY,M,Caoba,6-Jan-04,55.5,21.3,,9.3
COYE,AHY,M,Caoba,11-Feb-05,57,20.6,,9.1
COYE,AHY,M,Caoba,15-Nov-04,55.5,20.2,,9.1
COYE,AHY,M,Caoba,17-Feb-06,54,20.1,,9.1
COYE,HY,M,Caoba,11-Feb-05,53,18.4,,8.6
COYE,HY,M,Caoba,12-Nov-04,53,20.1,,9.4
COYE,HY,M,Caoba,12-Jan-05,56,20.4,,9.6
COYE,HY,M,Caoba,23-Feb-04,54,20.1,,9.5
COYE,HY,M,Caoba,14-Nov-05,55,20.1,,9.6
COYE,AHY,M,Caoba,11-Nov-03,53.5,20.7,,9.9
COYE,HY,M,Caoba,14-Nov-04,51,17.5,,8.4
COYE,AHY,M,Caoba,22-Feb-04,56.5,18.9,,9.2
COYE,HY,M,Caoba,10-Nov-03,52,20.1,,9.8
COYE,HY,M,Caoba,12-Nov-04,53.5,19.8,,9.7
COYE,AHY,M,Caoba,15-Jan-07,52.5,19.8,,9.7
COYE,AHY,M,Caoba,22-Feb-04,57,20.8,,10.2
COYE,HY,M,Caoba,16-Dec-05,52,20.7,,10.2
COYE,HY,M,Caoba,27-Nov-06,54.5,20,,9.9
COYE,HY,M,Caoba,11-Nov-03,55.5,20.3,,10.2
COYE,HY,M,Caoba,12-Nov-04,54.5,20.6,,10.5
COYE,HY,M,Caoba,10-Nov-03,53,19.7,,10.1
COYE,AHY,M,Caoba,10-Nov-03,55,19.5,,10
COYE,HY,M,Caoba,24-Nov-06,51,19.3,,9.9
COYE,HY,M,Caoba,10-Nov-03,56.5,20.7,,11.2
COYE,HY,M,Caoba,10-Nov-03,52.5,19.7,,10.7
COYE,AHY,F,Cueva,14-Feb-07,50,19.8,,7.8
COYE,HY,F,Cueva,10-Nov-04,53,19.2,,8.4
COYE,HY,M,Cueva,17-Feb-07,53.5,20.5,,9.8
COYE,AHY,M,Cueva,9-Nov-03,53,18.1,,8.9
COYE,HY,M,Cueva,21-Nov-06,53,20.3,,10.2
COYE,AHY,M,Cueva,9-Nov-03,53.5,20.5,,10.8
COYE,HY,,Cueva,11-Nov-04,54.5,20.3,,9.1
COYE,HY,F,Morelia,22-Nov-03,51,20.4,,8.2
COYE,HY,F,Morelia,7-Jan-04,50,20.1,,8.2
COYE,HY,F,Morelia,22-Feb-07,51,19.5,,8
COYE,AHY,F,Morelia,19-Nov-04,53.5,20.2,,9.3
COYE,HY,F,Morelia,19-Nov-04,52,19.9,,9.4
COYE,AHY,M,Morelia,21-Nov-03,55.5,21.4,,9.1
COYE,AHY,M,Morelia,19-Dec-05,55,20.9,,9.4
COYE,HY,M,Morelia,17-Nov-04,55,20.6,,9.4
COYE,HY,M,Morelia,16-Jan-05,56,19.6,,9.1
COYE,HY,M,Morelia,17-Nov-04,53,19.3,,9.2
COYE,AHY,M,Morelia,17-Nov-04,57,20,,10.3
GABU,HY,F,Caoba,15-Nov-04,64,19.6,,10.5
GABU,HY,F,Caoba,7-Jan-04,64,20.3,,17.7
GABU,HY,F,Caoba,9-Jan-05,70.5,20.8,,18.2
GABU,AHY,F,Caoba,24-Nov-06,67.5,20.1,,18
GABU,HY,F,Caoba,16-Jan-07,68.5,20.3,,18.2
GABU,AHY,F,Caoba,22-Feb-04,70,20.3,,18.4
GABU,HY,F,Caoba,13-Nov-04,66.5,19.8,,18.3
GABU,AHY,F,Caoba,14-Nov-04,69,21.2,,19.6
GABU,AHY,F,Caoba,18-Feb-07,70,19.6,,18.2
GABU,HY,F,Caoba,28-Nov-06,71,20.1,,18.7
GABU,HY,F,Caoba,10-Nov-03,67,20.2,,18.9
GABU,HY,F,Caoba,22-Feb-04,68,20.7,,19.5
GABU,HY,F,Caoba,21-Feb-07,64.5,20.2,,19.1
GABU,AHY,F,Caoba,10-Nov-03,65.5,21.3,,20.7
GABU,HY,F,Caoba,22-Feb-04,65.5,20.3,,19.8
GABU,AHY,F,Caoba,12-Nov-04,68,20.3,,19.9
GABU,HY,F,Caoba,10-Nov-03,67,20.9,,20.8
GABU,HY,F,Caoba,12-Nov-03,67.5,20.8,,20.9
GABU,AHY,F,Caoba,12-Nov-03,72,20.9,,21.3
GABU,HY,F,Caoba,11-Jan-05,69.5,21.5,,22.1
GABU,AHY,F,Caoba,8-Feb-05,73,20.9,,21.6
GABU,HY,F,Caoba,11-Nov-03,69,20.7,,21.4
GABU,AHY,F,Caoba,8-Nov-03,69,19.9,,21.7
GABU,AHY,F,Caoba,13-Jan-07,72,20.9,,23
GABU,HY,M,Caoba,12-Nov-03,71.5,21,,18.9
GABU,HY,M,Caoba,9-Jan-05,70.5,21.5,,20.1
GABU,HY,M,Caoba,3-Jan-04,70,22.3,,21.5
GABU,HY,M,Caoba,16-Nov-04,68.5,20.3,,19.6
GABU,HY,M,Caoba,9-Jan-05,72.5,21.8,,21.3
GABU,HY,M,Caoba,23-Feb-04,71,20.2,,20.4
GABU,AHY,M,Caoba,6-Jan-04,74.5,21.8,,22.1
GABU,HY,M,Caoba,11-Nov-03,69.5,21.7,,22
GABU,HY,M,Caoba,13-Nov-04,70.5,21.7,,22.1
GABU,HY,M,Caoba,23-Feb-04,70,20.3,,20.7
GABU,HY,M,Caoba,23-Feb-04,70.5,21.2,,21.7
GABU,HY,M,Caoba,15-Jan-07,68,20.7,,21.2
GABU,HY,M,Caoba,10-Nov-03,72.5,20.4,,20.9
GABU,HY,M,Caoba,10-Jan-05,67,20.5,,21.1
GABU,HY,M,Caoba,6-Jan-04,71.5,22.5,,23.2
GABU,AHY,M,Caoba,13-Nov-04,73,21.8,,22.5
GABU,AHY,M,Caoba,16-Dec-05,75.5,22.7,,23.8
GABU,HY,M,Caoba,11-Nov-03,54.5,21.3,,22.5
GABU,HY,M,Caoba,16-Nov-04,74,21.3,,22.6
GABU,HY,M,Caoba,13-Nov-04,75,21.5,,22.9
GABU,AHY,M,Caoba,14-Nov-04,70,20.7,,22.2
GABU,HY,M,Caoba,7-Jan-04,71.5,21,,22.6
GABU,HY,M,Caoba,14-Nov-04,70.5,20.9,,22.5
GABU,AHY,M,Caoba,21-Feb-07,71,21.5,,23.2
GABU,AHY,M,Caoba,11-Nov-03,74,21,,22.7
GABU,HY,M,Caoba,14-Jan-07,72,21.6,,23.6
GABU,AHY,M,Caoba,5-Jan-04,74,21.7,,23.8
GABU,AHY,M,Caoba,6-Jan-04,74.5,21.5,,23.6
GABU,AHY,M,Caoba,17-Feb-06,75,21.4,,23.5
GABU,HY,M,Caoba,13-Nov-04,74,20.1,,22.4
GABU,AHY,M,Caoba,12-Nov-03,75.5,20.7,,23.1
GABU,HY,M,Caoba,12-Nov-03,77,21.1,,23.6
GABU,AHY,M,Caoba,10-Nov-03,74,20.7,,23.2
GABU,HY,M,Caoba,14-Nov-04,71,21.4,,24.1
GABU,AHY,M,Caoba,11-Nov-03,71.5,22,,24.8
GABU,AHY,M,Caoba,11-Nov-03,73.5,22.7,,25.6
GABU,AHY,M,Caoba,11-Nov-03,74.5,21.3,,24.2
GABU,AHY,M,Caoba,13-Nov-04,73,21.8,,25.3
GABU,AHY,M,Caoba,10-Nov-03,73.5,21,,24.6
GABU,HY,M,Caoba,10-Feb-05,73.5,20.1,,23.6
GABU,AHY,M,Caoba,9-Jan-05,72,21.4,,26.1
GABU,AHY,M,Caoba,12-Feb-05,73.5,21,,25.9
GABU,HY,,Caoba,16-Nov-05,67,21.3,,18.1
GABU,HY,,Caoba,18-Feb-06,67.5,20.3,,17.9
GABU,HY,,Caoba,17-Feb-06,63.5,20.5,,18.1
GABU,HY,,Caoba,15-Feb-06,65.5,20.9,,18.7
GABU,HY,,Caoba,16-Feb-06,67,20.3,,18.3
GABU,HY,,Caoba,17-Feb-06,65.5,20,,18.8
GABU,HY,,Caoba,17-Feb-06,65.5,19.4,,18.5
GABU,HY,,Caoba,16-Dec-05,65,20.9,,20
GABU,HY,,Caoba,16-Dec-05,68.5,20,,19.2
GABU,HY,,Caoba,17-Feb-06,71.5,21.2,,21.3
GABU,HY,,Caoba,16-Nov-05,74,22.4,,22.6
GABU,HY,,Caoba,17-Nov-05,69.5,20.2,,20.4
GABU,HY,,Caoba,10-Nov-03,69,22.1,,22.4
GABU,HY,,Caoba,16-Nov-04,71,20.6,,21.8
GABU,HY,,Caoba,15-Dec-05,72,21.7,,23.4
GABU,HY,F,Corral,23-Jan-07,68.5,21.2,,15.9
GABU,HY,F,Corral,21-Jan-05,68,21.7,,17.6
GABU,HY,F,Corral,21-Nov-04,69,18.8,,15.5
GABU,HY,F,Corral,1-Mar-07,67,20.6,,18.1
GABU,AHY,F,Corral,24-Jan-07,66,20.4,,18.4
GABU,HY,F,Corral,18-Feb-05,68.5,20.4,,18.5
GABU,HY,F,Corral,3-Dec-06,70,21.7,,20.1
GABU,HY,F,Corral,21-Nov-04,66.5,19.2,,18.9
GABU,AHY,F,Corral,23-Nov-04,68,20.3,,20.1
GABU,AHY,F,Corral,17-Jan-05,70.5,19.9,,19.9
GABU,AHY,F,Corral,19-Jan-05,69.5,20.1,,20.1
GABU,AHY,F,Corral,26-Feb-04,67.5,19.9,,20.4
GABU,HY,F,Corral,23-Nov-04,69,20.2,,21.5
GABU,HY,F,Corral,23-Nov-04,70,21.1,,24.4
GABU,AHY,F,Corral,22-Feb-06,71,19.5,,23
GABU,HY,M,Corral,17-Feb-05,71,21.4,,20.4
GABU,HY,M,Corral,13-Nov-03,72.5,21.8,,21.1
GABU,HY,M,Corral,9-Jan-04,72.5,20.7,,20.8
GABU,HY,M,Corral,14-Nov-03,73.5,21.6,,22.2
GABU,AHY,M,Corral,24-Feb-06,72,20.7,,21.4
GABU,AHY,M,Corral,11-Jan-04,71.5,21.8,,22.7
GABU,AHY,M,Corral,25-Feb-04,75,21.9,,22.9
GABU,AHY,M,Corral,6-Dec-06,74,20.9,,22.1
GABU,AHY,M,Corral,26-Feb-04,77,20.6,,21.9
GABU,AHY,M,Corral,23-Dec-05,72,20.4,,21.8
GABU,AHY,M,Corral,20-Nov-04,75,22.2,,24.2
GABU,AHY,M,Corral,25-Dec-05,73.5,21.2,,23.2
GABU,AHY,M,Corral,14-Nov-03,73.5,22.1,,24.2
GABU,AHY,M,Corral,28-Feb-07,74,21.3,,23.5
GABU,AHY,M,Corral,5-Dec-06,78,21.9,,24.3
GABU,AHY,M,Corral,23-Nov-04,73.5,21.2,,23.9
GABU,AHY,M,Corral,13-Nov-03,73.5,21.6,,24.8
GABU,AHY,M,Corral,23-Nov-04,74,20.9,,24.3
GABU,HY,M,Corral,23-Nov-04,74,20.2,,23.5
GABU,AHY,M,Corral,21-Nov-04,77,21.9,,25.6
GABU,AHY,M,Corral,12-Nov-03,69,19.8,,23.7
GABU,HY,,Corral,24-Feb-06,65.7,20.6,,16.6
GABU,HY,,Corral,24-Jan-06,68,20.4,,18.4
GABU,HY,,Corral,24-Jan-06,65,20,,18.1
GABU,HY,,Corral,24-Jan-06,65.5,19.8,,18.1
GABU,HY,,Corral,22-Feb-06,68.5,21.5,,20.8
GABU,HY,,Corral,25-Nov-05,68,19.8,,20
GABU,HY,,Corral,23-Feb-06,74,20.5,,21.2
GABU,HY,F,Cueva,3-Feb-05,65.5,20.5,,17.1
GABU,HY,F,Cueva,10-Nov-04,69,20.9,,17.5
GABU,HY,F,Cueva,5-Jan-05,67.5,21.4,,18.2
GABU,HY,F,Cueva,9-Nov-04,67,20.1,,17.7
GABU,HY,F,Cueva,5-Jan-05,66,20.9,,18.5
GABU,HY,F,Cueva,3-Jan-04,67,21,,18.6
GABU,HY,F,Cueva,7-Jan-05,69,21.8,,19.6
GABU,HY,F,Cueva,5-Jan-05,69.5,20.3,,18.6
GABU,HY,F,Cueva,10-Jan-07,69,21.5,,19.9
GABU,HY,F,Cueva,18-Feb-04,70,20.7,,19.3
GABU,AHY,F,Cueva,15-Dec-05,67.5,19.3,,18
GABU,HY,F,Cueva,10-Nov-04,75,19.6,,18.4
GABU,HY,F,Cueva,11-Nov-04,67.5,19.9,,18.7
GABU,HY,F,Cueva,11-Nov-04,68.5,19.7,,18.6
GABU,HY,F,Cueva,17-Feb-07,68,20,,19
GABU,HY,F,Cueva,14-Feb-07,67.5,20.6,,19.6
GABU,AHY,F,Cueva,4-Jan-04,70.5,20.7,,20.1
GABU,AHY,F,Cueva,21-Nov-06,68,19.5,,19.2
GABU,HY,F,Cueva,11-Nov-04,71.5,21.3,,21.5
GABU,HY,F,Cueva,14-Feb-07,70,21.1,,21.7
GABU,AHY,F,Cueva,14-Jan-06,72,21.3,,22.3
GABU,HY,F,Cueva,8-Nov-04,69.5,20.8,,27.7
GABU,HY,M,Cueva,20-Feb-04,71,20.5,,18.2
GABU,AHY,M,Cueva,19-Feb-04,73.5,21.3,,20.2
GABU,HY,M,Cueva,7-Jan-05,70.5,22,,21
GABU,HY,M,Cueva,22-Nov-06,71,20.5,,19.6
GABU,HY,M,Cueva,11-Nov-04,74,21.4,,20.7
GABU,AHY,M,Cueva,13-Nov-05,74.5,20.6,,20.2
GABU,HY,M,Cueva,7-Jan-05,75,21.1,,20.7
GABU,HY,M,Cueva,6-Feb-05,68,21.2,,20.8
GABU,HY,M,Cueva,21-Nov-06,70,21.7,,21.6
GABU,HY,M,Cueva,9-Nov-04,75.5,20.7,,21
GABU,AHY,M,Cueva,9-Nov-04,74,21.9,,22.4
GABU,AHY,M,Cueva,4-Feb-05,74.5,21.7,,22.2
GABU,AHY,M,Cueva,3-Jan-04,73.5,21,,21.8
GABU,AHY,M,Cueva,21-Nov-06,72.5,22.5,,23.4
GABU,AHY,M,Cueva,11-Jan-07,72.5,21.7,,22.8
GABU,AHY,M,Cueva,24-Nov-06,72,21.2,,22.4
GABU,HY,M,Cueva,11-Nov-04,74,21.6,,23
GABU,AHY,M,Cueva,21-Nov-06,76.5,21.7,,23.3
GABU,HY,M,Cueva,3-Feb-05,74.5,21.7,,23.4
GABU,AHY,M,Cueva,8-Nov-03,72.5,21.4,,23.1
GABU,AHY,M,Cueva,11-Nov-04,71.5,20.8,,22.5
GABU,HY,M,Cueva,8-Jan-07,72.5,20.9,,22.8
GABU,HY,M,Cueva,10-Nov-04,72,20.8,,22.7
GABU,HY,M,Cueva,5-Jan-05,72.5,21.4,,23.4
GABU,HY,M,Cueva,10-Nov-04,72,21.4,,23.8
GABU,AHY,M,Cueva,10-Nov-03,75,21.8,,24.3
GABU,AHY,M,Cueva,13-Feb-06,74,20.8,,23.6
GABU,AHY,M,Cueva,3-Jan-04,75,22.5,,26
GABU,HY,M,Cueva,6-Feb-05,71,20.9,,24.3
GABU,HY,M,Cueva,10-Nov-03,72.5,21.6,,25.2
GABU,AHY,M,Cueva,3-Jan-04,70.5,21.4,,25.1
GABU,HY,M,Cueva,8-Nov-04,75,21.8,,28.7
GABU,HY,,Cueva,13-Dec-05,65,21.2,,17.2
GABU,HY,,Cueva,17-Feb-07,65.5,19.7,,16
GABU,HY,,Cueva,13-Nov-05,66.5,19.6,,17.5
GABU,HY,,Cueva,13-Nov-05,66.5,20.6,,19
GABU,HY,,Cueva,12-Nov-05,69,22.6,,20.9
GABU,HY,,Cueva,11-Nov-05,68,21.8,,20.6
GABU,HY,,Cueva,12-Nov-05,67.5,20.8,,19.7
GABU,HY,,Cueva,14-Dec-05,68.5,21,,19.9
GABU,HY,,Cueva,13-Nov-05,68,21.4,,20.6
GABU,HY,,Cueva,14-Dec-05,68.5,20.8,,20.2
GABU,HY,,Cueva,14-Nov-05,65.5,20.7,,20.2
GABU,HY,,Cueva,11-Nov-05,72.5,21,,21
GABU,HY,,Cueva,13-Feb-06,66.5,20.5,,20.5
GABU,HY,,Cueva,12-Jan-06,75.5,22.2,,22.5
GABU,HY,,Cueva,21-Nov-06,71.5,21.1,,21.6
GABU,HY,,Cueva,13-Dec-05,72,22.2,,22.8
GABU,HY,F,Morelia,14-Feb-05,66,19.2,,16.4
GABU,AHY,F,Morelia,22-Nov-03,70,20.7,,18
GABU,HY,F,Morelia,21-Nov-03,69,20.8,,18.7
GABU,HY,F,Morelia,22-Nov-03,65,20.7,,18.7
GABU,HY,F,Morelia,8-Jan-04,67.5,20.5,,18.6
GABU,HY,F,Morelia,15-Jan-05,71,21,,19.4
GABU,HY,F,Morelia,20-Jan-07,68,20.2,,18.7
GABU,AHY,F,Morelia,9-Jan-04,69.5,21.7,,20.1
GABU,HY,F,Morelia,17-Jan-07,71,21.8,,20.3
GABU,HY,F,Morelia,19-Nov-04,68.5,20.5,,19.1
GABU,HY,F,Morelia,13-Feb-05,69,19.6,,18.3
GABU,HY,F,Morelia,14-Jan-05,66,21.6,,20.2
GABU,AHY,F,Morelia,21-Nov-03,66.5,19.8,,18.9
GABU,HY,F,Morelia,1-Dec-06,68,20.5,,20.1
GABU,HY,F,Morelia,14-Jan-05,70.5,19.6,,19.5
GABU,AHY,F,Morelia,21-Feb-06,70,20.3,,20.5
GABU,HY,F,Morelia,1-Dec-06,71.5,21.3,,22.7
GABU,HY,M,Morelia,13-Jan-05,72,21.9,,20
GABU,HY,M,Morelia,22-Nov-03,65.5,20.2,,18.8
GABU,HY,M,Morelia,15-Jan-05,68.5,21.2,,20.4
GABU,AHY,M,Morelia,21-Nov-03,75,21.4,,20.6
GABU,AHY,M,Morelia,9-Jan-04,76,22.7,,21.9
GABU,HY,M,Morelia,23-Nov-03,71,21.1,,20.5
GABU,HY,M,Morelia,13-Jan-05,73,20.8,,20.3
GABU,AHY,M,Morelia,14-Feb-05,72,21,,20.5
GABU,AHY,M,Morelia,19-Dec-05,70.5,20.7,,20.7
GABU,HY,M,Morelia,18-Jan-07,70.5,21.7,,22.3
GABU,HY,M,Morelia,28-Nov-06,69.5,20.3,,21
GABU,AHY,M,Morelia,25-Feb-04,77,21.4,,22.3
GABU,HY,M,Morelia,17-Jan-05,71,21.3,,22.2
GABU,AHY,M,Morelia,13-Feb-05,73,20.1,,21
GABU,HY,M,Morelia,14-Jan-05,71.5,21.2,,22.4
GABU,HY,M,Morelia,19-Jan-07,69,21.4,,22.7
GABU,AHY,M,Morelia,24-Feb-04,72,21.9,,23.5
GABU,AHY,M,Morelia,20-Jan-06,73,21.9,,23.7
GABU,HY,M,Morelia,22-Nov-03,74,20.8,,22.6
GABU,HY,M,Morelia,16-Feb-05,72,21.1,,23.2
GABU,AHY,M,Morelia,22-Nov-03,72.5,22.1,,24.3
GABU,HY,M,Morelia,8-Jan-04,72,22.1,,24.3
GABU,AHY,M,Morelia,19-Feb-06,75,22,,24.3
GABU,HY,M,Morelia,15-Feb-05,74.5,21.8,,25
GABU,AHY,M,Morelia,23-Feb-07,71,21,,24.6
GABU,HY,,Morelia,19-Feb-06,66.5,20,,17.9
GABU,HY,,Morelia,23-Feb-07,66,19.8,,18.1
GABU,HY,,Morelia,19-Feb-06,67,19.9,,18.5
GABU,HY,,Morelia,19-Nov-05,64.5,20.8,,19.4
GABU,HY,,Morelia,21-Feb-06,65.5,20,,18.7
GABU,HY,,Morelia,21-Nov-03,70,21.2,,20
GABU,HY,,Morelia,21-Dec-05,69.5,20.4,,19.3
GABU,HY,,Morelia,23-Feb-07,68,20.8,,20.1
GABU,HY,,Morelia,21-Nov-05,65.5,21.1,,20.5
GABU,HY,,Morelia,22-Dec-05,70,20.9,,20.4
GABU,HY,,Morelia,18-Jan-06,67,21.4,,20.9
GABU,HY,,Morelia,26-Feb-07,68.5,20.9,,20.6
GABU,AHY,,Morelia,25-Feb-04,74,20.4,,20.2
GABU,HY,,Morelia,21-Feb-06,69,21.4,,21.3
GABU,HY,,Morelia,8-Jan-04,73,23.4,,23.5
GABU,HY,,Morelia,21-Jan-06,72,20.9,,21.3
GABU,HY,,Morelia,20-Nov-05,70,21.4,,21.9
GABU,HY,,Morelia,20-Dec-05,73,22.2,,23
GABU,HY,,Morelia,25-Feb-04,69.5,21,,22.1
GABU,HY,,Morelia,21-Feb-06,73,22.4,,24.1
GABU,HY,,Morelia,21-Feb-06,72,21,,22.6
GABU,HY,,Morelia,18-Feb-06,70.5,19.9,,22.5
GRWA,HY,,Caoba,23-Feb-04,57,22.5,,11.9
GRWA,AHY,,Caoba,18-Jan-06,61,20.7,,11.1
GRWA,HY,,Caoba,11-Nov-03,59,20.3,,10.9
GRWA,HY,,Caoba,10-Nov-03,59.5,20.8,,11.4
GRWA,AHY,,Caoba,6-Jan-04,60,21.3,,11.7
GRWA,HY,,Caoba,10-Feb-05,61.5,21.3,,11.7
GRWA,HY,,Caoba,15-Nov-04,61,21.6,,11.9
GRWA,HY,,Caoba,14-Nov-05,61,21.2,,11.7
GRWA,AHY,,Caoba,15-Feb-06,59,21.5,,11.9
GRWA,AHY,,Caoba,18-Feb-06,58,21.1,,11.7
GRWA,HY,,Caoba,18-Dec-05,57,20.9,,11.6
GRWA,AHY,,Caoba,22-Feb-04,59.5,21.6,,12
GRWA,HY,,Caoba,25-Nov-06,55,20.1,,11.2
GRWA,HY,,Caoba,16-Feb-06,59.5,21.6,,12.1
GRWA,HY,,Caoba,16-Jan-07,63.5,22.1,,12.4
GRWA,HY,,Caoba,27-Nov-06,59,21.7,,12.2
GRWA,HY,,Caoba,16-Jan-06,61.5,21,,11.9
GRWA,AHY,,Caoba,16-Dec-05,60,20.1,,11.6
GRWA,HY,,Caoba,22-Feb-04,55.5,20.9,,12.2
GRWA,AHY,,Caoba,23-Feb-04,63,20.7,,12.1
GRWA,HY,,Caoba,23-Feb-04,55,21.2,,12.4
GRWA,HY,,Caoba,12-Nov-03,60,19.9,,11.7
GRWA,AHY,,Caoba,12-Nov-04,59,20.9,,12.3
GRWA,AHY,,Caoba,10-Feb-05,62,21.7,,12.8
GRWA,HY,,Caoba,13-Nov-04,59,20.8,,12.4
GRWA,AHY,,Caoba,24-Nov-06,59,20.8,,12.4
GRWA,AHY,,Caoba,10-Nov-03,64.5,22.3,,13.3
GRWA,AHY,,Caoba,21-Feb-07,63,21.7,,13
GRWA,AHY,,Caoba,16-Nov-04,66.5,21.9,,13.2
GRWA,HY,,Caoba,14-Nov-04,65.5,20.8,,12.6
GRWA,HY,,Caoba,15-Feb-06,62,21.6,,13.1
GRWA,AHY,,Caoba,17-Feb-06,59.5,21.3,,13
GRWA,AHY,,Caoba,10-Nov-03,59.5,20.2,,12.5
GRWA,HY,,Caoba,14-Nov-04,61,21.3,,13.2
GRWA,AHY,,Caoba,15-Jan-07,60,20.1,,12.7
GRWA,AHY,,Caoba,12-Jan-05,65,22.4,,14.3
GRWA,AHY,,Corral,13-Nov-03,62,21.5,,11.7
GRWA,HY,,Corral,25-Dec-05,57,20.9,,11.4
GRWA,AHY,,Corral,1-Mar-07,56.5,19.9,,10.9
GRWA,HY,,Corral,19-Jan-05,56,20.3,,11.3
GRWA,HY,,Corral,26-Feb-04,59,21.7,,12.1
